,0,1,2,3,4,5
295,2.95e-05,9e-06,5.25e-05,10898400000.0,0.0332645438,2.13685508
296,2.95e-05,6e-06,5.3e-05,10932020000.0,0.0335127743,2.13822156
297,2.95e-05,7e-06,5.3e-05,10932020000.0,0.0335127743,2.13822156
298,2.95e-05,8e-06,5.3e-05,10932020000.0,0.0335127743,2.13822156
299,2.95e-05,9e-06,5.3e-05,10932020000.0,0.0335127743,2.13822156
300,2.95e-05,6e-06,5.35e-05,10963350000.0,0.0337608481,2.13957468
301,2.95e-05,7e-06,5.35e-05,10963350000.0,0.0337608481,2.13957468
302,2.95e-05,8e-06,5.35e-05,10963350000.0,0.0337608481,2.13957468
303,2.95e-05,9e-06,5.35e-05,10963350000.0,0.0337608481,2.13957468
304,2.95e-05,6e-06,5.4e-05,10992570000.0,0.034008747,2.14091466
305,2.95e-05,7e-06,5.4e-05,10992570000.0,0.034008747,2.14091466
306,2.95e-05,8e-06,5.4e-05,10992570000.0,0.034008747,2.14091466
307,2.95e-05,9e-06,5.4e-05,10992570000.0,0.034008747,2.14091466
308,2.95e-05,6e-06,5.45e-05,11019820000.0,0.0342564761,2.14224178
309,2.95e-05,7e-06,5.45e-05,11019820000.0,0.0342564761,2.14224178
310,2.95e-05,8e-06,5.45e-05,11019820000.0,0.0342564761,2.14224178
311,2.95e-05,9e-06,5.45e-05,11019820000.0,0.0342564761,2.14224178
312,2.95e-05,6e-06,5.5e-05,11045240000.0,0.0345040375,2.14355629
313,2.95e-05,7e-06,5.5e-05,11045240000.0,0.0345040375,2.14355629
314,2.95e-05,8e-06,5.5e-05,11045240000.0,0.0345040375,2.14355629
315,2.95e-05,9e-06,5.5e-05,11045240000.0,0.0345040375,2.14355629
316,2.95e-05,6e-06,5.55e-05,11068950000.0,0.0347514329,2.14485844
317,2.95e-05,7e-06,5.55e-05,11068950000.0,0.0347514329,2.14485844
318,2.95e-05,8e-06,5.55e-05,11068950000.0,0.0347514329,2.14485844
319,2.95e-05,9e-06,5.55e-05,11068950000.0,0.0347514329,2.14485844
320,3e-05,6e-06,5.2e-05,11030240000.0,0.0341710589,2.14176041
321,3e-05,7e-06,5.2e-05,11030240000.0,0.0341710589,2.14176041
322,3e-05,8e-06,5.2e-05,11030240000.0,0.0341710589,2.14176041
323,3e-05,9e-06,5.2e-05,11030240000.0,0.0341710589,2.14176041
324,3e-05,6e-06,5.25e-05,11062770000.0,0.034430109,2.14314009
325,3e-05,7e-06,5.25e-05,11062770000.0,0.034430109,2.14314009
326,3e-05,8e-06,5.25e-05,11062770000.0,0.034430109,2.14314009
327,3e-05,9e-06,5.25e-05,11062770000.0,0.034430109,2.14314009
328,3e-05,6e-06,5.3e-05,11093210000.0,0.0346890228,2.14450635
329,3e-05,7e-06,5.3e-05,11093210000.0,0.0346890228,2.14450635
330,3e-05,8e-06,5.3e-05,11093210000.0,0.0346890228,2.14450635
331,3e-05,9e-06,5.3e-05,11093210000.0,0.0346890228,2.14450635
332,3e-05,6e-06,5.35e-05,11121680000.0,0.0349477371,2.1458592
333,3e-05,7e-06,5.35e-05,11121680000.0,0.0349477371,2.1458592
334,3e-05,8e-06,5.35e-05,11121680000.0,0.0349477371,2.1458592
335,3e-05,9e-06,5.35e-05,11121680000.0,0.0349477371,2.1458592
336,3e-05,6e-06,5.4e-05,11148320000.0,0.0352062748,2.147199
337,3e-05,7e-06,5.4e-05,11148320000.0,0.0352062748,2.147199
338,3e-05,8e-06,5.4e-05,11148320000.0,0.0352062748,2.147199
339,3e-05,9e-06,5.4e-05,11148320000.0,0.0352062748,2.147199
340,3e-05,6e-06,5.45e-05,11173250000.0,0.0354646279,2.14852597
341,3e-05,7e-06,5.45e-05,11173250000.0,0.0354646279,2.14852597
