,0,1,2,3,4,5
342,3e-05,8e-06,5.45e-05,11173250000.0,0.0354646279,2.14852597
343,3e-05,9e-06,5.45e-05,11173250000.0,0.0354646279,2.14852597
344,3e-05,6e-06,5.5e-05,11196550000.0,0.0357228307,2.1498405
345,3e-05,7e-06,5.5e-05,11196550000.0,0.0357228307,2.1498405
346,3e-05,8e-06,5.5e-05,11196550000.0,0.0357228307,2.1498405
347,3e-05,9e-06,5.5e-05,11196550000.0,0.0357228307,2.1498405
348,3e-05,6e-06,5.55e-05,11218340000.0,0.0359808498,2.1511427
349,3e-05,7e-06,5.55e-05,11218340000.0,0.0359808498,2.1511427
350,3e-05,8e-06,5.55e-05,11218340000.0,0.0359808498,2.1511427
351,3e-05,9e-06,5.55e-05,11218340000.0,0.0359808498,2.1511427
