width,1000,1000,1000.5,1000.5,1001,1001,1001.5,1001.5,1002,1002,1002.5,1002.5,1003,1003,1003.5,1003.5,1004,1004,1004.5,1004.5,1005,1005,1005.5,1005.5,1006,1006,1006.5,1006.5,1007,1007,1007.5,1007.5,1008,1008,1008.5,1008.5,1009,1009,1009.5,1009.5,1010,1010,1010.5,1010.5,1011,1011,1011.5,1011.5,1012,1012,1012.5,1012.5,1013,1013,1013.5,1013.5,1014,1014,1014.5,1014.5,1015,1015,1015.5,1015.5,1016,1016,1016.5,1016.5,1017,1017,1017.5,1017.5,1018,1018,1018.5,1018.5,1019,1019,1019.5,1019.5,1020,1020
4.00E-06,9.274,3.76E+10,9.276,3.76E+10,9.279,3.76E+10,9.282,3.76E+10,9.285,3.76E+10,9.287,3.76E+10,9.29,3.75E+10,9.293,3.75E+10,9.296,3.75E+10,9.298,3.75E+10,9.301,3.75E+10,9.304,3.75E+10,9.307,3.74E+10,9.309,3.74E+10,9.312,3.74E+10,9.315,3.74E+10,9.318,3.74E+10,9.32,3.74E+10,9.323,3.73E+10,9.326,3.73E+10,9.329,3.73E+10,9.331,3.73E+10,9.334,3.73E+10,9.337,3.73E+10,9.34,3.72E+10,9.342,3.72E+10,9.345,3.72E+10,9.348,3.72E+10,9.35,3.72E+10,9.353,3.72E+10,9.356,3.71E+10,9.359,3.71E+10,9.361,3.71E+10,9.364,3.71E+10,9.367,3.71E+10,9.369,3.71E+10,9.372,3.70E+10,9.375,3.70E+10,9.377,3.70E+10,9.38,3.70E+10,9.383,3.70E+10
4.00E-06,9.279,3.76E+10,9.282,3.76E+10,9.285,3.76E+10,9.287,3.76E+10,9.29,3.75E+10,9.293,3.75E+10,9.296,3.75E+10,9.299,3.75E+10,9.301,3.75E+10,9.304,3.75E+10,9.307,3.74E+10,9.31,3.74E+10,9.312,3.74E+10,9.315,3.74E+10,9.318,3.74E+10,9.321,3.74E+10,9.323,3.73E+10,9.326,3.73E+10,9.329,3.73E+10,9.331,3.73E+10,9.334,3.73E+10,9.337,3.73E+10,9.34,3.72E+10,9.342,3.72E+10,9.345,3.72E+10,9.348,3.72E+10,9.35,3.72E+10,9.353,3.72E+10,9.356,3.71E+10,9.359,3.71E+10,9.361,3.71E+10,9.364,3.71E+10,9.367,3.71E+10,9.369,3.71E+10,9.372,3.70E+10,9.375,3.70E+10,9.377,3.70E+10,9.38,3.70E+10,9.383,3.70E+10,9.386,3.70E+10,9.388,3.69E+10
4.01E-06,9.285,3.76E+10,9.287,3.76E+10,9.29,3.75E+10,9.293,3.75E+10,9.296,3.75E+10,9.299,3.75E+10,9.301,3.75E+10,9.304,3.75E+10,9.307,3.74E+10,9.31,3.74E+10,9.312,3.74E+10,9.315,3.74E+10,9.318,3.74E+10,9.321,3.74E+10,9.323,3.73E+10,9.326,3.73E+10,9.329,3.73E+10,9.332,3.73E+10,9.334,3.73E+10,9.337,3.73E+10,9.34,3.72E+10,9.342,3.72E+10,9.345,3.72E+10,9.348,3.72E+10,9.351,3.72E+10,9.353,3.72E+10,9.356,3.71E+10,9.359,3.71E+10,9.361,3.71E+10,9.364,3.71E+10,9.367,3.71E+10,9.37,3.71E+10,9.372,3.70E+10,9.375,3.70E+10,9.378,3.70E+10,9.38,3.70E+10,9.383,3.70E+10,9.386,3.70E+10,9.388,3.69E+10,9.391,3.69E+10,9.394,3.69E+10
4.01E-06,9.29,3.75E+10,9.293,3.75E+10,9.296,3.75E+10,9.299,3.75E+10,9.301,3.75E+10,9.304,3.75E+10,9.307,3.74E+10,9.31,3.74E+10,9.312,3.74E+10,9.315,3.74E+10,9.318,3.74E+10,9.321,3.74E+10,9.323,3.73E+10,9.326,3.73E+10,9.329,3.73E+10,9.332,3.73E+10,9.334,3.73E+10,9.337,3.73E+10,9.34,3.72E+10,9.342,3.72E+10,9.345,3.72E+10,9.348,3.72E+10,9.351,3.72E+10,9.353,3.72E+10,9.356,3.71E+10,9.359,3.71E+10,9.361,3.71E+10,9.364,3.71E+10,9.367,3.71E+10,9.37,3.71E+10,9.372,3.70E+10,9.375,3.70E+10,9.378,3.70E+10,9.38,3.70E+10,9.383,3.70E+10,9.386,3.70E+10,9.388,3.69E+10,9.391,3.69E+10,9.394,3.69E+10,9.396,3.69E+10,9.399,3.69E+10
4.02E-06,9.296,3.75E+10,9.299,3.75E+10,9.301,3.75E+10,9.304,3.74E+10,9.307,3.74E+10,9.31,3.74E+10,9.312,3.74E+10,9.315,3.74E+10,9.318,3.74E+10,9.321,3.73E+10,9.323,3.73E+10,9.326,3.73E+10,9.329,3.73E+10,9.332,3.73E+10,9.334,3.73E+10,9.337,3.73E+10,9.34,3.72E+10,9.343,3.72E+10,9.345,3.72E+10,9.348,3.72E+10,9.351,3.72E+10,9.353,3.72E+10,9.356,3.71E+10,9.359,3.71E+10,9.362,3.71E+10,9.364,3.71E+10,9.367,3.71E+10,9.37,3.71E+10,9.372,3.70E+10,9.375,3.70E+10,9.378,3.70E+10,9.38,3.70E+10,9.383,3.70E+10,9.386,3.70E+10,9.389,3.69E+10,9.391,3.69E+10,9.394,3.69E+10,9.397,3.69E+10,9.399,3.69E+10,9.402,3.69E+10,9.405,3.68E+10
4.02E-06,9.301,3.75E+10,9.304,3.74E+10,9.307,3.74E+10,9.31,3.74E+10,9.312,3.74E+10,9.315,3.74E+10,9.318,3.74E+10,9.321,3.73E+10,9.323,3.73E+10,9.326,3.73E+10,9.329,3.73E+10,9.332,3.73E+10,9.334,3.73E+10,9.337,3.72E+10,9.34,3.72E+10,9.343,3.72E+10,9.345,3.72E+10,9.348,3.72E+10,9.351,3.72E+10,9.353,3.72E+10,9.356,3.71E+10,9.359,3.71E+10,9.362,3.71E+10,9.364,3.71E+10,9.367,3.71E+10,9.37,3.71E+10,9.372,3.70E+10,9.375,3.70E+10,9.378,3.70E+10,9.381,3.70E+10,9.383,3.70E+10,9.386,3.70E+10,9.389,3.69E+10,9.391,3.69E+10,9.394,3.69E+10,9.397,3.69E+10,9.399,3.69E+10,9.402,3.69E+10,9.405,3.68E+10,9.407,3.68E+10,9.41,3.68E+10
4.02E-06,9.307,3.74E+10,9.31,3.74E+10,9.312,3.74E+10,9.315,3.74E+10,9.318,3.74E+10,9.321,3.73E+10,9.323,3.73E+10,9.326,3.73E+10,9.329,3.73E+10,9.332,3.73E+10,9.334,3.73E+10,9.337,3.72E+10,9.34,3.72E+10,9.343,3.72E+10,9.345,3.72E+10,9.348,3.72E+10,9.351,3.72E+10,9.353,3.71E+10,9.356,3.71E+10,9.359,3.71E+10,9.362,3.71E+10,9.364,3.71E+10,9.367,3.71E+10,9.37,3.71E+10,9.372,3.70E+10,9.375,3.70E+10,9.378,3.70E+10,9.381,3.70E+10,9.383,3.70E+10,9.386,3.70E+10,9.389,3.69E+10,9.391,3.69E+10,9.394,3.69E+10,9.397,3.69E+10,9.399,3.69E+10,9.402,3.69E+10,9.405,3.68E+10,9.407,3.68E+10,9.41,3.68E+10,9.413,3.68E+10,9.415,3.68E+10
4.03E-06,9.312,3.74E+10,9.315,3.74E+10,9.318,3.74E+10,9.321,3.73E+10,9.323,3.73E+10,9.326,3.73E+10,9.329,3.73E+10,9.332,3.73E+10,9.334,3.73E+10,9.337,3.72E+10,9.34,3.72E+10,9.343,3.72E+10,9.345,3.72E+10,9.348,3.72E+10,9.351,3.72E+10,9.353,3.71E+10,9.356,3.71E+10,9.359,3.71E+10,9.362,3.71E+10,9.364,3.71E+10,9.367,3.71E+10,9.37,3.70E+10,9.372,3.70E+10,9.375,3.70E+10,9.378,3.70E+10,9.381,3.70E+10,9.383,3.70E+10,9.386,3.70E+10,9.389,3.69E+10,9.391,3.69E+10,9.394,3.69E+10,9.397,3.69E+10,9.399,3.69E+10,9.402,3.69E+10,9.405,3.68E+10,9.407,3.68E+10,9.41,3.68E+10,9.413,3.68E+10,9.416,3.68E+10,9.418,3.68E+10,9.421,3.67E+10
4.03E-06,9.318,3.74E+10,9.321,3.73E+10,9.323,3.73E+10,9.326,3.73E+10,9.329,3.73E+10,9.332,3.73E+10,9.334,3.73E+10,9.337,3.72E+10,9.34,3.72E+10,9.343,3.72E+10,9.345,3.72E+10,9.348,3.72E+10,9.351,3.72E+10,9.353,3.71E+10,9.356,3.71E+10,9.359,3.71E+10,9.362,3.71E+10,9.364,3.71E+10,9.367,3.71E+10,9.37,3.70E+10,9.373,3.70E+10,9.375,3.70E+10,9.378,3.70E+10,9.381,3.70E+10,9.383,3.70E+10,9.386,3.70E+10,9.389,3.69E+10,9.391,3.69E+10,9.394,3.69E+10,9.397,3.69E+10,9.4,3.69E+10,9.402,3.69E+10,9.405,3.68E+10,9.408,3.68E+10,9.41,3.68E+10,9.413,3.68E+10,9.416,3.68E+10,9.418,3.68E+10,9.421,3.67E+10,9.424,3.67E+10,9.426,3.67E+10
